x, y
autogen1:Match5, ""2018-08-31T00:00:00"^^xsd:dateTime"
autogen1:Match51, ""2018-08-31T00:00:00"^^xsd:dateTime"
autogen1:Match57, ""2018-08-31T00:00:00"^^xsd:dateTime"
autogen1:Match63, ""2018-08-31T00:00:00"^^xsd:dateTime"
autogen1:Match890, ""2018-09-01T00:00:00"^^xsd:dateTime"
autogen1:Match913, ""2018-09-01T00:00:00"^^xsd:dateTime"
autogen1:Match920, ""2018-09-01T00:00:00"^^xsd:dateTime"
autogen1:Match940, ""2018-09-01T00:00:00"^^xsd:dateTime"
autogen1:Match941, ""2018-09-01T00:00:00"^^xsd:dateTime"
autogen1:Match967, ""2018-09-01T00:00:00"^^xsd:dateTime"
autogen1:Match973, ""2018-09-01T00:00:00"^^xsd:dateTime"
autogen1:Match982, ""2018-09-01T00:00:00"^^xsd:dateTime"
autogen1:Match988, ""2018-09-01T00:00:00"^^xsd:dateTime"
autogen1:Match352, ""2018-09-07T00:00:00"^^xsd:dateTime"
autogen1:Match364, ""2018-09-07T00:00:00"^^xsd:dateTime"
autogen1:Match432, ""2018-09-07T00:00:00"^^xsd:dateTime"
autogen1:Match472, ""2018-09-07T00:00:00"^^xsd:dateTime"
autogen1:Match511, ""2018-09-07T00:00:00"^^xsd:dateTime"
autogen1:Match595, ""2018-09-07T00:00:00"^^xsd:dateTime"
autogen1:Match599, ""2018-09-07T00:00:00"^^xsd:dateTime"
autogen1:Match628, ""2018-09-07T00:00:00"^^xsd:dateTime"
autogen1:Match645, ""2018-09-07T00:00:00"^^xsd:dateTime"
autogen1:Match693, ""2018-09-07T00:00:00"^^xsd:dateTime"
autogen1:Match730, ""2018-09-07T00:00:00"^^xsd:dateTime"
autogen1:Match778, ""2018-09-08T00:00:00"^^xsd:dateTime"
autogen1:Match794, ""2018-09-08T00:00:00"^^xsd:dateTime"
autogen1:Match818, ""2018-09-08T00:00:00"^^xsd:dateTime"
autogen1:Match821, ""2018-09-08T00:00:00"^^xsd:dateTime"
autogen1:Match833, ""2018-09-08T00:00:00"^^xsd:dateTime"
autogen1:Match839, ""2018-09-08T00:00:00"^^xsd:dateTime"
autogen1:Match855, ""2018-09-08T00:00:00"^^xsd:dateTime"
autogen1:Match234, ""2018-09-22T00:00:00"^^xsd:dateTime"
autogen1:Match363, ""2018-09-22T00:00:00"^^xsd:dateTime"
autogen1:Match378, ""2018-09-22T00:00:00"^^xsd:dateTime"
autogen1:Match476, ""2018-09-22T00:00:00"^^xsd:dateTime"
autogen1:Match520, ""2018-09-22T00:00:00"^^xsd:dateTime"
autogen1:Match569, ""2018-09-22T00:00:00"^^xsd:dateTime"
autogen1:Match597, ""2018-09-22T00:00:00"^^xsd:dateTime"
autogen1:Match632, ""2018-09-22T00:00:00"^^xsd:dateTime"
autogen1:Match689, ""2018-09-22T00:00:00"^^xsd:dateTime"
autogen1:Match210, ""2018-10-05T00:00:00"^^xsd:dateTime"
autogen1:Match222, ""2018-10-05T00:00:00"^^xsd:dateTime"
autogen1:Match272, ""2018-10-05T00:00:00"^^xsd:dateTime"
autogen1:Match329, ""2018-10-05T00:00:00"^^xsd:dateTime"
autogen1:Match338, ""2018-10-05T00:00:00"^^xsd:dateTime"
autogen1:Match349, ""2018-10-05T00:00:00"^^xsd:dateTime"
autogen1:Match386, ""2018-10-05T00:00:00"^^xsd:dateTime"
autogen1:Match427, ""2018-10-05T00:00:00"^^xsd:dateTime"
autogen1:Match429, ""2018-10-05T00:00:00"^^xsd:dateTime"
autogen1:Match508, ""2018-10-05T00:00:00"^^xsd:dateTime"
autogen1:Match515, ""2018-10-05T00:00:00"^^xsd:dateTime"
autogen1:Match542, ""2018-10-05T00:00:00"^^xsd:dateTime"
autogen1:Match739, ""2018-10-05T00:00:00"^^xsd:dateTime"
autogen1:Match786, ""2018-10-13T00:00:00"^^xsd:dateTime"
autogen1:Match793, ""2018-10-13T00:00:00"^^xsd:dateTime"
autogen1:Match806, ""2018-10-13T00:00:00"^^xsd:dateTime"
autogen1:Match809, ""2018-10-13T00:00:00"^^xsd:dateTime"
autogen1:Match811, ""2018-10-13T00:00:00"^^xsd:dateTime"
autogen1:Match828, ""2018-10-13T00:00:00"^^xsd:dateTime"
autogen1:Match832, ""2018-10-13T00:00:00"^^xsd:dateTime"
autogen1:Match840, ""2018-10-13T00:00:00"^^xsd:dateTime"
autogen1:Match857, ""2018-10-13T00:00:00"^^xsd:dateTime"
autogen1:Match863, ""2018-10-13T00:00:00"^^xsd:dateTime"
autogen1:Match212, ""2018-10-19T00:00:00"^^xsd:dateTime"
autogen1:Match263, ""2018-10-19T00:00:00"^^xsd:dateTime"
autogen1:Match369, ""2018-10-19T00:00:00"^^xsd:dateTime"
autogen1:Match616, ""2018-10-19T00:00:00"^^xsd:dateTime"
autogen1:Match644, ""2018-10-19T00:00:00"^^xsd:dateTime"
autogen1:Match207, ""2018-10-20T00:00:00"^^xsd:dateTime"
autogen1:Match244, ""2018-10-20T00:00:00"^^xsd:dateTime"
autogen1:Match251, ""2018-10-20T00:00:00"^^xsd:dateTime"
autogen1:Match268, ""2018-10-20T00:00:00"^^xsd:dateTime"
autogen1:Match289, ""2018-10-20T00:00:00"^^xsd:dateTime"
autogen1:Match299, ""2018-10-20T00:00:00"^^xsd:dateTime"
autogen1:Match334, ""2018-10-20T00:00:00"^^xsd:dateTime"
autogen1:Match358, ""2018-10-20T00:00:00"^^xsd:dateTime"
autogen1:Match362, ""2018-10-20T00:00:00"^^xsd:dateTime"
autogen1:Match401, ""2018-10-20T00:00:00"^^xsd:dateTime"
autogen1:Match452, ""2018-10-20T00:00:00"^^xsd:dateTime"
autogen1:Match473, ""2018-10-20T00:00:00"^^xsd:dateTime"
autogen1:Match475, ""2018-10-20T00:00:00"^^xsd:dateTime"
autogen1:Match480, ""2018-10-20T00:00:00"^^xsd:dateTime"
autogen1:Match519, ""2018-10-20T00:00:00"^^xsd:dateTime"
autogen1:Match539, ""2018-10-20T00:00:00"^^xsd:dateTime"
autogen1:Match629, ""2018-10-20T00:00:00"^^xsd:dateTime"
autogen1:Match631, ""2018-10-20T00:00:00"^^xsd:dateTime"
autogen1:Match641, ""2018-10-20T00:00:00"^^xsd:dateTime"
autogen1:Match700, ""2018-10-20T00:00:00"^^xsd:dateTime"
autogen1:Match681, ""2018-10-26T00:00:00"^^xsd:dateTime"
autogen1:Match692, ""2018-10-26T00:00:00"^^xsd:dateTime"
autogen1:Match703, ""2018-10-26T00:00:00"^^xsd:dateTime"
autogen1:Match714, ""2018-10-26T00:00:00"^^xsd:dateTime"
autogen1:Match725, ""2018-10-26T00:00:00"^^xsd:dateTime"
autogen1:Match736, ""2018-10-26T00:00:00"^^xsd:dateTime"
autogen1:Match782, ""2018-10-27T00:00:00"^^xsd:dateTime"
autogen1:Match797, ""2018-10-27T00:00:00"^^xsd:dateTime"
autogen1:Match799, ""2018-10-27T00:00:00"^^xsd:dateTime"
autogen1:Match813, ""2018-10-27T00:00:00"^^xsd:dateTime"
autogen1:Match822, ""2018-10-27T00:00:00"^^xsd:dateTime"
autogen1:Match827, ""2018-10-27T00:00:00"^^xsd:dateTime"
autogen1:Match835, ""2018-10-27T00:00:00"^^xsd:dateTime"
autogen1:Match837, ""2018-10-27T00:00:00"^^xsd:dateTime"
autogen1:Match838, ""2018-10-27T00:00:00"^^xsd:dateTime"
autogen1:Match846, ""2018-10-27T00:00:00"^^xsd:dateTime"
autogen1:Match851, ""2018-10-27T00:00:00"^^xsd:dateTime"
autogen1:Match852, ""2018-10-27T00:00:00"^^xsd:dateTime"
autogen1:Match860, ""2018-10-27T00:00:00"^^xsd:dateTime"
autogen1:Match861, ""2018-10-27T00:00:00"^^xsd:dateTime"
autogen1:Match777, ""2018-11-04T00:00:00"^^xsd:dateTime"
autogen1:Match784, ""2018-11-04T00:00:00"^^xsd:dateTime"
autogen1:Match789, ""2018-11-04T00:00:00"^^xsd:dateTime"
autogen1:Match812, ""2018-11-04T00:00:00"^^xsd:dateTime"
autogen1:Match817, ""2018-11-04T00:00:00"^^xsd:dateTime"
autogen1:Match820, ""2018-11-04T00:00:00"^^xsd:dateTime"
autogen1:Match824, ""2018-11-04T00:00:00"^^xsd:dateTime"
autogen1:Match830, ""2018-11-04T00:00:00"^^xsd:dateTime"
autogen1:Match864, ""2018-11-04T00:00:00"^^xsd:dateTime"
autogen1:Match200, ""2018-11-09T00:00:00"^^xsd:dateTime"
autogen1:Match291, ""2018-11-09T00:00:00"^^xsd:dateTime"
autogen1:Match433, ""2018-11-09T00:00:00"^^xsd:dateTime"
autogen1:Match471, ""2018-11-09T00:00:00"^^xsd:dateTime"
autogen1:Match573, ""2018-11-09T00:00:00"^^xsd:dateTime"
autogen1:Match596, ""2018-11-09T00:00:00"^^xsd:dateTime"
autogen1:Match598, ""2018-11-09T00:00:00"^^xsd:dateTime"
autogen1:Match627, ""2018-11-09T00:00:00"^^xsd:dateTime"
autogen1:Match729, ""2018-11-09T00:00:00"^^xsd:dateTime"
autogen1:Match917, ""2018-11-10T00:00:00"^^xsd:dateTime"
autogen1:Match930, ""2018-11-10T00:00:00"^^xsd:dateTime"
autogen1:Match955, ""2018-11-10T00:00:00"^^xsd:dateTime"
autogen1:Match981, ""2018-11-10T00:00:00"^^xsd:dateTime"
autogen1:Match995, ""2018-11-10T00:00:00"^^xsd:dateTime"
autogen1:Match3, ""2018-11-24T00:00:00"^^xsd:dateTime"
autogen1:Match891, ""2018-11-24T00:00:00"^^xsd:dateTime"
autogen1:Match206, ""2018-11-30T00:00:00"^^xsd:dateTime"
autogen1:Match267, ""2018-11-30T00:00:00"^^xsd:dateTime"
autogen1:Match298, ""2018-11-30T00:00:00"^^xsd:dateTime"
autogen1:Match361, ""2018-11-30T00:00:00"^^xsd:dateTime"
autogen1:Match474, ""2018-11-30T00:00:00"^^xsd:dateTime"
autogen1:Match568, ""2018-11-30T00:00:00"^^xsd:dateTime"
autogen1:Match630, ""2018-11-30T00:00:00"^^xsd:dateTime"
autogen1:Match224, ""2018-12-07T00:00:00"^^xsd:dateTime"
autogen1:Match276, ""2018-12-07T00:00:00"^^xsd:dateTime"
autogen1:Match286, ""2018-12-07T00:00:00"^^xsd:dateTime"
autogen1:Match294, ""2018-12-07T00:00:00"^^xsd:dateTime"
autogen1:Match319, ""2018-12-07T00:00:00"^^xsd:dateTime"
autogen1:Match322, ""2018-12-07T00:00:00"^^xsd:dateTime"
autogen1:Match328, ""2018-12-07T00:00:00"^^xsd:dateTime"
autogen1:Match335, ""2018-12-07T00:00:00"^^xsd:dateTime"
autogen1:Match347, ""2018-12-07T00:00:00"^^xsd:dateTime"
autogen1:Match351, ""2018-12-07T00:00:00"^^xsd:dateTime"
autogen1:Match408, ""2018-12-07T00:00:00"^^xsd:dateTime"
autogen1:Match428, ""2018-12-07T00:00:00"^^xsd:dateTime"
autogen1:Match431, ""2018-12-07T00:00:00"^^xsd:dateTime"
autogen1:Match507, ""2018-12-07T00:00:00"^^xsd:dateTime"
autogen1:Match510, ""2018-12-07T00:00:00"^^xsd:dateTime"
autogen1:Match574, ""2018-12-07T00:00:00"^^xsd:dateTime"
autogen1:Match590, ""2018-12-07T00:00:00"^^xsd:dateTime"
autogen1:Match653, ""2018-12-07T00:00:00"^^xsd:dateTime"
autogen1:Match737, ""2018-12-07T00:00:00"^^xsd:dateTime"
autogen1:Match740, ""2018-12-07T00:00:00"^^xsd:dateTime"
autogen1:Match870, ""2018-12-09T00:00:00"^^xsd:dateTime"
autogen1:Match908, ""2018-12-09T00:00:00"^^xsd:dateTime"
autogen1:Match922, ""2018-12-09T00:00:00"^^xsd:dateTime"
autogen1:Match923, ""2018-12-09T00:00:00"^^xsd:dateTime"
autogen1:Match929, ""2018-12-09T00:00:00"^^xsd:dateTime"
autogen1:Match931, ""2018-12-09T00:00:00"^^xsd:dateTime"
autogen1:Match937, ""2018-12-09T00:00:00"^^xsd:dateTime"
autogen1:Match951, ""2018-12-09T00:00:00"^^xsd:dateTime"
autogen1:Match101, ""2018-12-14T00:00:00"^^xsd:dateTime"
autogen1:Match120, ""2018-12-14T00:00:00"^^xsd:dateTime"
autogen1:Match85, ""2018-12-14T00:00:00"^^xsd:dateTime"
autogen1:Match93, ""2018-12-14T00:00:00"^^xsd:dateTime"
autogen1:Match96, ""2018-12-14T00:00:00"^^xsd:dateTime"
autogen1:Match15, ""2019-01-29T00:00:00"^^xsd:dateTime"
autogen1:Match26, ""2019-01-29T00:00:00"^^xsd:dateTime"
autogen1:Match37, ""2019-01-29T00:00:00"^^xsd:dateTime"
autogen1:Match4, ""2019-01-29T00:00:00"^^xsd:dateTime"
autogen1:Match48, ""2019-01-29T00:00:00"^^xsd:dateTime"
autogen1:Match105, ""2019-02-02T00:00:00"^^xsd:dateTime"
autogen1:Match109, ""2019-02-02T00:00:00"^^xsd:dateTime"
autogen1:Match116, ""2019-02-02T00:00:00"^^xsd:dateTime"
autogen1:Match117, ""2019-02-02T00:00:00"^^xsd:dateTime"
autogen1:Match84, ""2019-02-02T00:00:00"^^xsd:dateTime"
autogen1:Match91, ""2019-02-02T00:00:00"^^xsd:dateTime"
autogen1:Match98, ""2019-02-02T00:00:00"^^xsd:dateTime"
autogen1:Match205, ""2019-02-09T00:00:00"^^xsd:dateTime"
autogen1:Match209, ""2019-02-09T00:00:00"^^xsd:dateTime"
autogen1:Match211, ""2019-02-09T00:00:00"^^xsd:dateTime"
autogen1:Match216, ""2019-02-09T00:00:00"^^xsd:dateTime"
autogen1:Match217, ""2019-02-09T00:00:00"^^xsd:dateTime"
autogen1:Match233, ""2019-02-09T00:00:00"^^xsd:dateTime"
autogen1:Match246, ""2019-02-09T00:00:00"^^xsd:dateTime"
autogen1:Match262, ""2019-02-09T00:00:00"^^xsd:dateTime"
autogen1:Match266, ""2019-02-09T00:00:00"^^xsd:dateTime"
autogen1:Match333, ""2019-02-09T00:00:00"^^xsd:dateTime"
autogen1:Match357, ""2019-02-09T00:00:00"^^xsd:dateTime"
autogen1:Match360, ""2019-02-09T00:00:00"^^xsd:dateTime"
autogen1:Match366, ""2019-02-09T00:00:00"^^xsd:dateTime"
autogen1:Match400, ""2019-02-09T00:00:00"^^xsd:dateTime"
autogen1:Match444, ""2019-02-09T00:00:00"^^xsd:dateTime"
autogen1:Match453, ""2019-02-09T00:00:00"^^xsd:dateTime"
autogen1:Match461, ""2019-02-09T00:00:00"^^xsd:dateTime"
autogen1:Match479, ""2019-02-09T00:00:00"^^xsd:dateTime"
autogen1:Match484, ""2019-02-09T00:00:00"^^xsd:dateTime"
autogen1:Match485, ""2019-02-09T00:00:00"^^xsd:dateTime"
autogen1:Match567, ""2019-02-09T00:00:00"^^xsd:dateTime"
autogen1:Match580, ""2019-02-09T00:00:00"^^xsd:dateTime"
autogen1:Match594, ""2019-02-09T00:00:00"^^xsd:dateTime"
autogen1:Match667, ""2019-02-09T00:00:00"^^xsd:dateTime"
autogen1:Match668, ""2019-02-09T00:00:00"^^xsd:dateTime"
autogen1:Match699, ""2019-02-09T00:00:00"^^xsd:dateTime"
autogen1:Match728, ""2019-02-09T00:00:00"^^xsd:dateTime"
autogen1:Match231, ""2019-02-15T00:00:00"^^xsd:dateTime"
autogen1:Match287, ""2019-02-15T00:00:00"^^xsd:dateTime"
autogen1:Match390, ""2019-02-15T00:00:00"^^xsd:dateTime"
autogen1:Match463, ""2019-02-15T00:00:00"^^xsd:dateTime"
autogen1:Match469, ""2019-02-15T00:00:00"^^xsd:dateTime"
autogen1:Match591, ""2019-02-15T00:00:00"^^xsd:dateTime"
autogen1:Match618, ""2019-02-15T00:00:00"^^xsd:dateTime"
autogen1:Match626, ""2019-02-15T00:00:00"^^xsd:dateTime"
autogen1:Match661, ""2019-02-15T00:00:00"^^xsd:dateTime"
autogen1:Match664, ""2019-02-15T00:00:00"^^xsd:dateTime"
autogen1:Match676, ""2019-02-15T00:00:00"^^xsd:dateTime"
autogen1:Match705, ""2019-02-15T00:00:00"^^xsd:dateTime"
autogen1:Match715, ""2019-02-15T00:00:00"^^xsd:dateTime"
autogen1:Match238, ""2019-03-22T00:00:00"^^xsd:dateTime"
autogen1:Match265, ""2019-03-22T00:00:00"^^xsd:dateTime"
autogen1:Match449, ""2019-03-22T00:00:00"^^xsd:dateTime"
autogen1:Match460, ""2019-03-22T00:00:00"^^xsd:dateTime"
autogen1:Match535, ""2019-03-22T00:00:00"^^xsd:dateTime"
autogen1:Match538, ""2019-03-22T00:00:00"^^xsd:dateTime"
autogen1:Match565, ""2019-03-22T00:00:00"^^xsd:dateTime"
autogen1:Match572, ""2019-03-22T00:00:00"^^xsd:dateTime"
autogen1:Match578, ""2019-03-22T00:00:00"^^xsd:dateTime"
autogen1:Match640, ""2019-03-22T00:00:00"^^xsd:dateTime"
autogen1:Match704, ""2019-03-22T00:00:00"^^xsd:dateTime"
autogen1:Match215, ""2019-04-06T00:00:00"^^xsd:dateTime"
autogen1:Match232, ""2019-04-06T00:00:00"^^xsd:dateTime"
autogen1:Match243, ""2019-04-06T00:00:00"^^xsd:dateTime"
autogen1:Match282, ""2019-04-06T00:00:00"^^xsd:dateTime"
autogen1:Match288, ""2019-04-06T00:00:00"^^xsd:dateTime"
autogen1:Match293, ""2019-04-06T00:00:00"^^xsd:dateTime"
autogen1:Match297, ""2019-04-06T00:00:00"^^xsd:dateTime"
autogen1:Match399, ""2019-04-06T00:00:00"^^xsd:dateTime"
autogen1:Match457, ""2019-04-06T00:00:00"^^xsd:dateTime"
autogen1:Match483, ""2019-04-06T00:00:00"^^xsd:dateTime"
autogen1:Match490, ""2019-04-06T00:00:00"^^xsd:dateTime"
autogen1:Match498, ""2019-04-06T00:00:00"^^xsd:dateTime"
autogen1:Match562, ""2019-04-06T00:00:00"^^xsd:dateTime"
autogen1:Match666, ""2019-04-06T00:00:00"^^xsd:dateTime"
autogen1:Match702, ""2019-04-06T00:00:00"^^xsd:dateTime"
autogen1:Match780, ""2019-04-06T00:00:00"^^xsd:dateTime"
autogen1:Match230, ""2019-04-12T00:00:00"^^xsd:dateTime"
autogen1:Match290, ""2019-04-12T00:00:00"^^xsd:dateTime"
autogen1:Match340, ""2019-04-12T00:00:00"^^xsd:dateTime"
autogen1:Match446, ""2019-04-12T00:00:00"^^xsd:dateTime"
autogen1:Match454, ""2019-04-12T00:00:00"^^xsd:dateTime"
autogen1:Match456, ""2019-04-12T00:00:00"^^xsd:dateTime"
autogen1:Match462, ""2019-04-12T00:00:00"^^xsd:dateTime"
autogen1:Match468, ""2019-04-12T00:00:00"^^xsd:dateTime"
autogen1:Match587, ""2019-04-12T00:00:00"^^xsd:dateTime"
autogen1:Match612, ""2019-04-12T00:00:00"^^xsd:dateTime"
autogen1:Match617, ""2019-04-12T00:00:00"^^xsd:dateTime"
autogen1:Match624, ""2019-04-12T00:00:00"^^xsd:dateTime"
autogen1:Match660, ""2019-04-12T00:00:00"^^xsd:dateTime"
autogen1:Match106, ""2019-04-13T00:00:00"^^xsd:dateTime"
autogen1:Match112, ""2019-04-13T00:00:00"^^xsd:dateTime"
autogen1:Match113, ""2019-04-13T00:00:00"^^xsd:dateTime"
autogen1:Match121, ""2019-04-13T00:00:00"^^xsd:dateTime"
autogen1:Match90, ""2019-04-13T00:00:00"^^xsd:dateTime"
autogen1:Match95, ""2019-04-13T00:00:00"^^xsd:dateTime"
autogen1:Match97, ""2019-04-13T00:00:00"^^xsd:dateTime"
autogen1:Match201, ""2019-04-26T00:00:00"^^xsd:dateTime"
autogen1:Match221, ""2019-04-26T00:00:00"^^xsd:dateTime"
autogen1:Match252, ""2019-04-26T00:00:00"^^xsd:dateTime"
autogen1:Match310, ""2019-04-26T00:00:00"^^xsd:dateTime"
autogen1:Match327, ""2019-04-26T00:00:00"^^xsd:dateTime"
autogen1:Match344, ""2019-04-26T00:00:00"^^xsd:dateTime"
autogen1:Match384, ""2019-04-26T00:00:00"^^xsd:dateTime"
autogen1:Match407, ""2019-04-26T00:00:00"^^xsd:dateTime"
autogen1:Match504, ""2019-04-26T00:00:00"^^xsd:dateTime"
autogen1:Match534, ""2019-04-26T00:00:00"^^xsd:dateTime"
autogen1:Match541, ""2019-04-26T00:00:00"^^xsd:dateTime"
autogen1:Match545, ""2019-04-26T00:00:00"^^xsd:dateTime"
autogen1:Match563, ""2019-04-26T00:00:00"^^xsd:dateTime"
autogen1:Match604, ""2019-04-26T00:00:00"^^xsd:dateTime"
autogen1:Match650, ""2019-04-26T00:00:00"^^xsd:dateTime"
autogen1:Match656, ""2019-04-26T00:00:00"^^xsd:dateTime"
autogen1:Match677, ""2019-04-26T00:00:00"^^xsd:dateTime"
autogen1:Match748, ""2019-04-26T00:00:00"^^xsd:dateTime"
autogen1:Match219, ""2019-05-25T00:00:00"^^xsd:dateTime"
autogen1:Match242, ""2019-05-25T00:00:00"^^xsd:dateTime"
autogen1:Match260, ""2019-05-25T00:00:00"^^xsd:dateTime"
autogen1:Match264, ""2019-05-25T00:00:00"^^xsd:dateTime"
autogen1:Match274, ""2019-05-25T00:00:00"^^xsd:dateTime"
autogen1:Match285, ""2019-05-25T00:00:00"^^xsd:dateTime"
autogen1:Match315, ""2019-05-25T00:00:00"^^xsd:dateTime"
autogen1:Match376, ""2019-05-25T00:00:00"^^xsd:dateTime"
autogen1:Match412, ""2019-05-25T00:00:00"^^xsd:dateTime"
autogen1:Match426, ""2019-05-25T00:00:00"^^xsd:dateTime"
autogen1:Match445, ""2019-05-25T00:00:00"^^xsd:dateTime"
autogen1:Match450, ""2019-05-25T00:00:00"^^xsd:dateTime"
autogen1:Match487, ""2019-05-25T00:00:00"^^xsd:dateTime"
autogen1:Match494, ""2019-05-25T00:00:00"^^xsd:dateTime"
autogen1:Match496, ""2019-05-25T00:00:00"^^xsd:dateTime"
autogen1:Match550, ""2019-05-25T00:00:00"^^xsd:dateTime"
autogen1:Match620, ""2019-05-25T00:00:00"^^xsd:dateTime"
autogen1:Match687, ""2019-05-25T00:00:00"^^xsd:dateTime"
autogen1:Match691, ""2019-05-25T00:00:00"^^xsd:dateTime"
autogen1:Match752, ""2019-05-25T00:00:00"^^xsd:dateTime"
autogen1:Match227, ""2019-06-01T00:00:00"^^xsd:dateTime"
autogen1:Match296, ""2019-06-01T00:00:00"^^xsd:dateTime"
autogen1:Match301, ""2019-06-01T00:00:00"^^xsd:dateTime"
autogen1:Match332, ""2019-06-01T00:00:00"^^xsd:dateTime"
autogen1:Match398, ""2019-06-01T00:00:00"^^xsd:dateTime"
autogen1:Match501, ""2019-06-01T00:00:00"^^xsd:dateTime"
autogen1:Match530, ""2019-06-01T00:00:00"^^xsd:dateTime"
autogen1:Match579, ""2019-06-01T00:00:00"^^xsd:dateTime"
autogen1:Match607, ""2019-06-01T00:00:00"^^xsd:dateTime"
autogen1:Match733, ""2019-06-01T00:00:00"^^xsd:dateTime"
autogen1:Match223, ""2019-06-14T00:00:00"^^xsd:dateTime"
autogen1:Match305, ""2019-06-14T00:00:00"^^xsd:dateTime"
autogen1:Match326, ""2019-06-14T00:00:00"^^xsd:dateTime"
autogen1:Match339, ""2019-06-14T00:00:00"^^xsd:dateTime"
autogen1:Match383, ""2019-06-14T00:00:00"^^xsd:dateTime"
autogen1:Match421, ""2019-06-14T00:00:00"^^xsd:dateTime"
autogen1:Match464, ""2019-06-14T00:00:00"^^xsd:dateTime"
autogen1:Match586, ""2019-06-14T00:00:00"^^xsd:dateTime"
autogen1:Match608, ""2019-06-14T00:00:00"^^xsd:dateTime"
autogen1:Match619, ""2019-06-14T00:00:00"^^xsd:dateTime"
autogen1:Match635, ""2019-06-14T00:00:00"^^xsd:dateTime"
autogen1:Match659, ""2019-06-14T00:00:00"^^xsd:dateTime"
autogen1:Match663, ""2019-06-14T00:00:00"^^xsd:dateTime"
autogen1:Match711, ""2019-06-14T00:00:00"^^xsd:dateTime"
autogen1:Match723, ""2019-06-14T00:00:00"^^xsd:dateTime"
autogen1:Match742, ""2019-06-14T00:00:00"^^xsd:dateTime"
autogen1:Match204, ""2019-06-28T00:00:00"^^xsd:dateTime"
autogen1:Match241, ""2019-06-28T00:00:00"^^xsd:dateTime"
autogen1:Match284, ""2019-06-28T00:00:00"^^xsd:dateTime"
autogen1:Match307, ""2019-06-28T00:00:00"^^xsd:dateTime"
autogen1:Match308, ""2019-06-28T00:00:00"^^xsd:dateTime"
autogen1:Match375, ""2019-06-28T00:00:00"^^xsd:dateTime"
autogen1:Match422, ""2019-06-28T00:00:00"^^xsd:dateTime"
autogen1:Match423, ""2019-06-28T00:00:00"^^xsd:dateTime"
autogen1:Match435, ""2019-06-28T00:00:00"^^xsd:dateTime"
autogen1:Match437, ""2019-06-28T00:00:00"^^xsd:dateTime"
autogen1:Match438, ""2019-06-28T00:00:00"^^xsd:dateTime"
autogen1:Match500, ""2019-06-28T00:00:00"^^xsd:dateTime"
autogen1:Match531, ""2019-06-28T00:00:00"^^xsd:dateTime"
autogen1:Match543, ""2019-06-28T00:00:00"^^xsd:dateTime"
autogen1:Match577, ""2019-06-28T00:00:00"^^xsd:dateTime"
autogen1:Match701, ""2019-06-28T00:00:00"^^xsd:dateTime"
autogen1:Match717, ""2019-06-28T00:00:00"^^xsd:dateTime"
autogen1:Match722, ""2019-06-28T00:00:00"^^xsd:dateTime"
autogen1:Match744, ""2019-06-28T00:00:00"^^xsd:dateTime"
autogen1:Match745, ""2019-06-28T00:00:00"^^xsd:dateTime"
autogen1:Match236, ""2019-06-29T00:00:00"^^xsd:dateTime"
autogen1:Match256, ""2019-06-29T00:00:00"^^xsd:dateTime"
autogen1:Match261, ""2019-06-29T00:00:00"^^xsd:dateTime"
autogen1:Match313, ""2019-06-29T00:00:00"^^xsd:dateTime"
autogen1:Match316, ""2019-06-29T00:00:00"^^xsd:dateTime"
autogen1:Match411, ""2019-06-29T00:00:00"^^xsd:dateTime"
autogen1:Match424, ""2019-06-29T00:00:00"^^xsd:dateTime"
autogen1:Match458, ""2019-06-29T00:00:00"^^xsd:dateTime"
autogen1:Match466, ""2019-06-29T00:00:00"^^xsd:dateTime"
autogen1:Match489, ""2019-06-29T00:00:00"^^xsd:dateTime"
autogen1:Match497, ""2019-06-29T00:00:00"^^xsd:dateTime"
autogen1:Match537, ""2019-06-29T00:00:00"^^xsd:dateTime"
autogen1:Match549, ""2019-06-29T00:00:00"^^xsd:dateTime"
autogen1:Match551, ""2019-06-29T00:00:00"^^xsd:dateTime"
autogen1:Match566, ""2019-06-29T00:00:00"^^xsd:dateTime"
autogen1:Match571, ""2019-06-29T00:00:00"^^xsd:dateTime"
autogen1:Match615, ""2019-06-29T00:00:00"^^xsd:dateTime"
autogen1:Match638, ""2019-06-29T00:00:00"^^xsd:dateTime"
autogen1:Match665, ""2019-06-29T00:00:00"^^xsd:dateTime"
autogen1:Match675, ""2019-06-29T00:00:00"^^xsd:dateTime"
autogen1:Match682, ""2019-06-29T00:00:00"^^xsd:dateTime"
autogen1:Match683, ""2019-06-29T00:00:00"^^xsd:dateTime"
autogen1:Match685, ""2019-06-29T00:00:00"^^xsd:dateTime"
autogen1:Match688, ""2019-06-29T00:00:00"^^xsd:dateTime"
autogen1:Match694, ""2019-06-29T00:00:00"^^xsd:dateTime"
autogen1:Match712, ""2019-06-29T00:00:00"^^xsd:dateTime"
autogen1:Match751, ""2019-06-29T00:00:00"^^xsd:dateTime"
autogen1:Match753, ""2019-06-29T00:00:00"^^xsd:dateTime"
autogen1:Match218, ""2019-07-27T00:00:00"^^xsd:dateTime"
autogen1:Match235, ""2019-07-27T00:00:00"^^xsd:dateTime"
autogen1:Match240, ""2019-07-27T00:00:00"^^xsd:dateTime"
autogen1:Match250, ""2019-07-27T00:00:00"^^xsd:dateTime"
